miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Tumor_44	Tumor_45	Tumor_46	Tumor_47	Tumor_48	Tumor_49	Tumor_50	Tumor_51	Tumor_52	Tumor_53	Tumor_54	Tumor_55	Tumor_56	Tumor_57	Tumor_58	Tumor_59	Tumor_60	Tumor_61	Tumor_62	Tumor_63	Tumor_64	Tumor_65	Tumor_66	Tumor_67	Tumor_68	Tumor_69	Tumor_70	Tumor_71	Tumor_72	Tumor_73	Tumor_74	Tumor_75	Tumor_76	Tumor_77	Tumor_78	Tumor_79	Tumor_80	Tumor_81	Tumor_82	Tumor_83	Tumor_84	Tumor_85	Tumor_86	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43	Control_44	Control_45	Control_46	Control_47	Control_48	Control_49	Control_50	Control_51	Control_52	Control_53	Control_54	Control_55	Control_56	Control_57	Control_58	Control_59	Control_60	Control_61	Control_62	Control_63	Control_64	Control_65	Control_66	Control_67	Control_68	Control_69	Control_70	Control_71	Control_72	Control_73	Control_74	Control_75	Control_76	Control_77	Control_78	Control_79	Control_80	Control_81	Control_82	Control_83	Control_84	Control_85	Control_86
hsa-miR-647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-651-5p	4.74293	1.581323	2.585323	3.908827	1.315066	4.231974	0.800105	1.873429	0.963143	0.832756	1.06074	2.254234	0.952776	3.495701	2.404253	1.697136	1.740131	1.442985	3.929777	0.864904	0.870316	0	1.523052	3.861592	1.074235	2.176231	0.492094	2.037395	1.418036	3.542502	0.853246	5.532176	1.54167	5.456346	2.045845	1.226608	1.990716	1.417324	1.833429	1.432949	1.38041	4.329382	1.711661	3.929965	3.693991	0.878758	3.676394	3.812971	1.587861	9.471773	1.264572	1.269165	5.493898	2.557838	4.721929	4.566883	1.048854	2.843031	2.197523	37.746716	1.676295	1.581852	1.243745	2.505113	0.864941	10.523408	2.094113	1.371096	4.190573	0.404991	2.613766	1.131139	3.268615	0.951586	3.444716	6.037828	1.280179	1.603354	1.689205	0.994492	1.462063	2.586464	3.418109	2.443738	0.681553	4.178022	0	1.829428	1.655321	1.052777	0	1.141457	1.483665	1.946924	1.489532	2.404607	0.332179	2.230616	1.706352	1.5161	2.215759	0	0	1.184795	2.654888	2.095101	0.671642	2.431606	1.539019	1.094455	0.668745	1.404444	0.599283	0.675508	0.956199	0.997237	1.618079	0.453648	3.293589	0.678988	1.513803	0	1.093913	0.237474	1.377891	0.472485	0.382488	2.141508	1.305467	2.200452	1.348365	0.547016	1.410395	1.401101	0.509223	0.615608	0.768369	0.707474	0	0.938548	0	1.041865	3.055573	1.293932	0	0.734104	0.675942	1.350707	0.730279	1.365873	2.389927	1.040821	2.918958	2.490151	1.864383	2.91528	5.83909	1.800173	2.056746	3.417263	0.742937	0.464193	1.23915	1.185754	1.412631	1.140534	0.974786	1.175957	2.42672	1.4679	0.75732	2.083977
hsa-miR-652-3p	53.631588	17.62046	23.267902	100.416411	52.383471	17.825588	100.01308	9.902412	20.707579	38.30679	15.645919	6.762699	24.772169	60.009533	20.676578	41.296974	62.20967	70.12908	31.438208	13.838456	28.430321	14.144865	118.188798	27.03114	6.44541	35.907813	60.035414	23.316856	16.543755	14.170009	18.771412	18.967459	10.483357	46.378941	18.924068	32.045126	22.893226	35.90554	92.282661	66.273894	36.580887	30.846844	33.947954	28.492241	28.731043	53.604225	47.793132	8.896932	8.256879	23.679434	28.452849	48.228282	11.310965	17.904866	35.2902	31.01675	16.571887	36.442499	36.039378	58.717115	60.68187	43.764575	38.80485	46.205409	20.758583	222.964707	48.164599	55.483644	18.159149	71.278406	20.038869	46.753745	70.041746	23.789654	24.113011	13.585114	15.013012	10.994429	22.381974	27.017025	11.550305	27.342624	47.365224	71.682982	14.057026	29.246154	51.990648	53.053407	21.684706	20.385584	72.206091	19.404765	24.332099	85.664666	15.640087	44.084466	21.591622	13.104866	16.636933	49.273258	19.203243	98.907684	15.037096	24.169833	18.141737	19.454507	22.164192	21.344094	12.532007	28.455824	42.79966	43.186671	23.372055	22.291777	66.455825	21.191294	14.562715	30.848054	29.642296	49.566093	43.597537	24.638989	15.04131	22.797527	25.904365	36.145074	31.746505	22.48583	41.774938	17.60362	24.607659	61.265828	19.463457	23.538496	15.7859	24.624325	13.830642	9.90464	24.521824	16.268159	42.152076	63.970526	23.077611	38.419837	12.41278	43.312115	126.401144	39.845858	23.368933	85.594648	39.6045	24.97971	23.351665	18.261109	60.219567	25.09676	21.763882	50.674844	28.794437	37.58989	53.862916	49.668672	54.345592	45.770118	177.61479	91.079754	33.46766	60.309801	52.174478	69.872051	19.437877	38.702425
hsa-miR-653-5p	12.769427	22.590334	7.97141	6.739357	13.917784	17.184379	6.800889	31.045395	3.130216	16.655126	10.077033	10.770226	12.386084	9.321869	36.063796	3.959984	16.531242	7.79212	23.578656	23.064094	17.116213	15.155212	31.374861	28.961935	33.301285	184.616946	46.748886	8.602335	18.43447	6.494588	8.53246	13.435284	20.966713	8.184519	9.206304	5.67306	9.455898	27.401596	78.837507	18.270101	35.890681	60.070169	7.702477	22.597294	32.014591	11.423852	6.98515	1.27099	6.192661	11.839717	6.955141	0.362618	36.841434	13.641803	3.97636	30.826463	12.114257	32.824095	28.567799	11.184213	5.699402	29.527907	25.372402	10.577141	52.069448	11.838834	11.96636	18.098454	20.15466	8.099819	5.663158	12.065482	9.3389	13.797999	8.857841	15.396463	60.98309	254.017089	2.95611	9.779169	10.380653	26.603633	6.836218	17.513456	19.679836	5.652618	10.574369	12.805995	7.945542	39.239858	14.282524	18.263308	17.507242	12.979495	94.58529	19.236858	16.60894	34.016887	11.944465	28.426879	18.464657	10.158087	7.259288	10.189243	24.336476	8.679703	8.731349	35.393372	15.390183	14.227912	4.681213	58.986672	8.68961	11.483642	6.215293	8.975137	8.629757	9.526605	9.222048	19.011652	11.807666	5.749097	9.024787	21.135207	9.920821	24.096716	11.092152	12.313669	13.707402	19.804073	16.51747	10.940326	7.334056	15.972551	9.166005	10.465338	6.146952	6.367268	10.217426	4.692738	17.223429	11.668891	22.514743	23.489849	9.930224	13.213865	14.870723	16.208485	19.474111	8.195232	9.901125	12.836796	11.675833	21.996337	5.966026	11.407617	14.863139	46.534449	10.283728	26.958405	48.662361	24.602239	41.600047	25.137992	11.771925	20.203738	5.19886	23.351148	11.83026	16.146903	20.700077	12.20615
hsa-miR-654-3p	13.499107	27.560207	35.979068	41.784011	27.068447	40.90908	12.401623	14.987433	11.316934	43.303326	38.717022	15.278693	16.673575	5.826168	10.578713	36.771278	13.486013	17.315822	11.789329	18.739576	35.392849	30.8156	19.49506	17.76332	19.33623	21.399608	2.460469	21.279461	12.289645	8.265838	2.559738	13.435284	2.158338	6.365737	19.946992	15.9459	13.935007	23.622065	34.224033	10.747117	62.808695	44.917334	14.263847	26.527259	14.775965	6.151304	31.616994	5.719456	30.169369	5.209476	30.349705	9.065467	13.249988	31.546669	8.449766	27.591588	50.764507	14.215157	31.204826	4.194079	15.086653	11.600249	8.457467	28.947968	18.682724	13.15426	25.428515	6.581255	17.161394	2.834937	11.326317	35.065308	11.673625	12.37062	4.42892	16.000245	28.745847	30.692778	8.868329	62.984472	3.216541	72.544166	31.251281	25.251961	21.128138	4.91532	58.15903	26.984061	51.314955	92.644345	28.961784	45.658266	200.294716	32.448736	62.560348	20.83993	20.595086	20.07554	44.791743	40.55568	35.082847	44.909434	28.518629	36.728665	12.831961	75.124328	16.119413	103.478331	30.120787	21.889094	21.399831	36.164448	36.855931	10.132626	20.558276	22.687151	12.944635	14.970379	13.833072	40.060269	116.865617	42.707579	28.715231	25.409743	19.014907	40.397433	12.622104	27.304223	80.286209	13.936199	19.551291	9.846294	27.079592	19.615414	33.608689	29.549189	16.135749	14.149484	60.793689	23.463691	9.971458	91.267397	185.987853	59.421355	33.928263	12.479762	27.71362	43.89798	39.435077	52.81372	24.582105	48.224721	110.920408	15.355933	14.542186	55.770576	299.916925	18.271748	16.453965	28.477189	60.17788	34.118201	73.109871	52.173192	52.832393	77.230416	15.921508	57.621898	51.264458	28.183685	72.702709	72.046056
hsa-miR-654-5p	1.094523	1.807227	1.077218	1.34787	1.095889	2.180108	0.400052	2.676328	0.963144	1.665512	2.12148	0.25047	2.38194	0	1.442552	4.525696	0.870066	2.020179	1.122794	0.288301	1.450525	5.556912	2.741493	1.158479	1.074235	0.362705	0.492094	2.037395	0.472679	1.180834	0	0.790311	0.308334	1.818782	1.022922	2.146564	0.995358	5.196854	1.222286	2.149423	4.141231	1.623518	0.855831	2.947475	1.641772	0	2.941115	1.27099	4.604798	0.473589	1.896858	1.269164	0.32317	1.705225	0.497046	1.522295	1.101297	0.258457	1.318515	1.398026	0.670518	0.527284	0.994996	3.061806	2.075858	2.630852	0.299159	1.736719	0.399102	0.809982	1.306883	2.639324	0.466945	0.951586	0.492102	1.811348	2.09484	0.916203	2.111506	1.491738	0.731032	1.97064	4.394711	1.62916	1.533494	0	2.643592	3.201499	4.303835	3.732573	13.885787	9.702381	12.462782	2.595898	5.213362	14.427642	1.328715	2.230616	2.559528	2.653175	2.215758	1.603908	2.074083	3.080468	0.442481	4.190201	2.686568	7.024638	1.978739	1.094455	1.33749	4.213333	2.696774	2.364278	1.912396	1.994474	0.53936	3.629184	0	2.715951	6.055214	5.338448	1.367391	3.087163	1.377891	1.653697	1.147464	4.283016	2.610932	1.222475	1.685455	0.547016	1.974553	1.961541	4.583004	5.540472	0.768369	4.244844	7.152199	5.318436	1.359744	5.209326	9.729585	4.379464	6.206391	2.569363	4.393623	4.727476	3.164543	2.276454	3.072762	3.122463	4.378439	1.6601	1.677944	3.422285	17.517272	1.890182	1.028372	1.139088	5.757759	4.641932	2.478299	1.185755	3.578665	2.769866	1.624644	1.847934	1.21336	1.17432	1.51464	5.20994
hsa-miR-655-3p	1.459363	4.066259	3.01621	2.156593	2.410954	1.025934	0.800105	1.873429	2.648644	2.914646	2.386665	2.254233	1.905552	0.582617	3.365954	3.959984	1.305098	2.308776	3.36838	4.324517	3.771369	4.04139	2.132272	3.089274	2.14847	2.176231	1.476281	4.074791	2.836072	1.771251	0.853246	3.161243	0	5.456346	1.022922	3.066519	0.995358	4.724412	4.278004	1.791186	5.521643	4.329381	1.426385	1.473737	2.462661	0	5.51459	1.906486	4.287226	0	4.425999	1.269166	0.64634	2.557838	1.242613	0.761147	4.405183	0.775372	2.637028	1.398026	3.35259	3.690988	2.736239	3.896842	1.210917	0.657713	1.794954	0.914064	0.798204	1.214973	1.74251	2.262277	0.93389	3.806345	0.984204	1.509456	2.443979	1.374304	0.844603	2.48623	1.754477	3.325454	3.418109	1.221869	1.363105	0.491532	3.52479	3.658856	2.151917	5.07247	1.19021	7.990197	18.397441	4.218335	4.840979	8.015357	2.98961	3.903577	3.839292	5.306351	4.431518	2.138544	5.185206	5.45006	6.19474	15.862906	0.671642	6.484282	6.595793	3.283364	2.006234	5.617778	2.996417	1.013263	2.390497	4.487568	1.61808	0.907296	1.317435	8.82684	11.807667	4.517148	3.555219	3.087165	1.653469	2.834907	4.207368	2.141508	5.8746	0.488989	4.719277	1.094033	1.410395	2.802202	2.546113	2.462432	0	0.707474	6.641327	5.944135	4.532481	5.834445	10.935732	11.147724	3.310074	1.101156	2.703768	5.402829	6.329085	6.37407	3.755599	7.632689	8.027136	2.075126	2.237259	8.238836	20.70223	1.530147	1.542559	2.278176	5.943494	1.856773	4.248516	2.371509	3.767016	3.4216	4.224074	4.031853	5.46012	4.11012	4.03904	3.572531
hsa-miR-656-3p	0.364841	0.903613	2.585322	0.539148	0.328767	0.256483	0.800105	0.535265	0.722357	0.416378	0.265185	0.751411	1.429164	0	0.961701	1.131424	0.435033	1.154388	0	1.153205	0.580211	0.505174	0.30461	0.579239	0	0	0.492094	0.452755	0.945358	0	0.853246	0	0.616668	0	0	0.306652	0.995358	0.944882	2.444574	0.716474	1.380411	1.623518	0.855831	0.491246	0.820887	0	1.102918	0.635495	0.793931	0	1.896857	0.362619	0	0.426306	0.248523	0.190287	1.206182	0.258457	0.879009	0	1.005777	0	0.497498	1.113383	0.172988	0	0.897477	0.091406	0	0	0.871255	0.377046	0	0.475793	0	0.603782	0.5819	0.687152	0	0.662994	0	0.49266	1.464904	0.40729	0.085194	0	0.440599	0.457357	0.827661	2.009846	0	1.712185	6.824857	0.973462	2.979064	0.801536	1.328715	1.115308	1.706352	0.75805	2.215759	1.069272	3.111123	0.947837	1.769926	2.095101	2.014927	4.052675	1.099299	1.094455	0	1.053333	1.498209	0.337754	0.478099	0.249309	0.53936	0.907296	0.658718	0	3.027607	0.8213	1.093914	0.949897	1.102313	0.236242	0.382488	0	1.9582	0.244495	1.685456	0	0.282079	0.56044	0	1.231216	1.536738	0	2.554357	1.251397	1.359744	3.542342	2.251474	0.995332	1.241278	0.734104	0.337971	0.675354	0.973706	1.365872	0	3.122464	4.378437	1.245076	1.491506	1.647767	3.715784	0.450043	1.028373	0	1.857342	0.69629	2.124257	0.711453	0.753403	1.140533	1.624644	0.671976	1.5167	0.58716	0	2.530543
hsa-miR-657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-658	0.364841	1.355418	0.646332	1.34787	0.109589	0.512968	0	0	0.240786	0	0.795555	0	0.476388	1.747851	0	0	0	0	0.561397	0.288301	0	0	0.30461	0	0	0	0	0	0.472679	1.180834	0.853246	0.790311	0	0.909391	0.511461	0.153326	0.497679	0	0.611143	1.074711	0	0.541173	0.285277	0	0	0	1.102918	0	0.317572	0	0.632286	0.362618	0.64634	0.213153	1.242614	0.380574	0.052443	0.775372	0.87901	0	0	0	0.497498	0.278346	0.172988	0	0	0.365625	0.798204	0	0.871256	0.377046	0.466945	0	0	0	0.11638	0	0.422301	0.331498	0.146206	0.369495	1.464904	0.40729	0.085194	0.245766	0	0	0.331064	0	0	0	0.296733	0	0	0	0	0	0	0.379025	0	0	0	0.236959	0	0	0	0.270178	0.21986	0	0.668745	0	0	0.337754	0	0.249309	0	0	0	0	0	0	0	0	0.275578	0	0.382488	0	0	0	0	0	0	0	0.509223	1.231216	0	0	0	0.312849	0	0	0	0	0.413759	0	0	0	0	0	0	0	0	0	0	0.126751	0	0.090009	0.514186	0	0	0	0.177021	0.237151	0.094175	0	0	0	0	0	0	0.148855
hsa-miR-659-3p	0	0	0	0	0	0	0	0	0.240786	0	0.265185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.497679	0.472441	0	0	0	0	0	0	0	0.878758	0	0	0	0.473589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.657713	0	0	0.199551	0	0	0	0	0	0	0	0	0.229051	0	0.165749	0	0.369495	0.488301	0	0.085194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-660-5p	36.848915	30.045144	97.380467	13.074351	43.287596	16.671413	21.602825	23.284046	17.095792	39.555924	26.253324	12.273048	12.862473	36.122244	18.753174	35.074143	32.192417	34.05445	19.087484	23.928997	33.652216	17.68108	32.288693	19.694116	26.855875	35.182405	46.256793	26.712515	25.997328	25.387933	31.5701	33.983365	26.825059	26.372339	31.710602	13.492684	12.939649	21.732301	19.556591	26.509558	52.455612	20.564563	71.604506	32.422205	32.425036	55.361742	34.558111	44.484664	23.97671	18.469958	12.645711	22.663666	23.591444	35.809732	32.556453	19.789828	21.449054	33.599466	40.873929	125.123375	12.73984	53.782973	70.395979	30.339697	11.936185	14.469686	24.231879	132.721993	9.17935	20.654538	16.118219	22.622779	45.293661	23.31386	44.781305	11.169982	20.71563	34.586638	31.250304	14.585879	15.497875	19.213735	14.649039	8.553083	18.998284	118.213448	20.70814	13.720709	21.188109	28.616383	19.836838	9.131654	21.36477	20.442704	18.619152	42.481395	14.283688	17.008443	33.700455	14.402952	24.004053	22.989354	14.518575	32.70036	26.106403	33.820912	10.746275	21.88445	12.532006	21.889095	13.374894	27.737779	27.567038	17.225464	23.904972	20.692676	16.180794	33.569942	38.205628	35.307354	36.936801	17.657941	21.878272	11.161289	13.778917	20.080596	14.917032	30.516484	29.373003	24.204977	39.102583	16.41049	22.002169	20.456075	12.221342	20.315068	24.587808	29.006444	40.869707	17.519555	13.144195	18.961948	14.634583	32.149243	28.963151	30.465301	14.532752	24.98808	37.000812	27.772733	24.582104	40.592032	27.000363	23.656438	30.016565	23.829246	35.034543	54.365197	19.024897	23.920838	46.990753	26.923205	24.605985	13.754751	49.347906	30.794407	30.86823	27.71899	22.750499	26.128624	30.797675	42.274958
hsa-miR-661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-662	0	0.225903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.855831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.091406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-663a	0	0	0.215444	0.269574	0	0	0.400052	0	0	0.832756	0.265185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308334	0.909391	0	0.153326	0	0.472441	0	0	0	0	0	1.473737	0.410443	0	0.367639	0	0.317572	0.473589	0.632286	0	0	0	0	0.190287	0.3671	0	0	0	0	0	0	0	0.345976	0	0.598318	0.091406	0.199551	0.404991	0	0	0	0	0	0	0	0	0	0.165749	0.146206	0	2.441505	0.81458	0.170388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.382488	0	0	0	0	0	0	0	0.509223	0	0	0	0	0	0	0.416746	0	0	0.413759	0	0	0	0	0.455291	0	0	0	0	0.186438	0	0	0	0	0	0.557202	0	0	0	0.3767	0	0.324929	0	0	0.29358	0.75732	0
hsa-miR-663b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.278346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-664a-3p	42.686367	233.809959	169.123155	19.948495	20.602704	16.799654	36.40476	40.680174	27.44958	29.562847	24.662212	122.229545	130.053881	20.974206	54.816971	35.639855	43.068234	34.05445	55.016865	27.965213	41.485061	67.693281	20.7135	101.946012	31.152815	59.846356	112.197327	25.127874	66.175018	28.340019	74.232399	33.983365	93.116873	49.107114	236.295138	50.750892	64.200569	132.756009	185.17647	40.122575	62.808694	25.97629	40.794601	36.843415	27.910157	96.663359	59.189956	20.971341	20.959771	58.251407	22.129994	30.641276	43.304843	31.972975	16.402488	39.579656	15.365703	14.99053	57.1356	65.707248	67.051791	34.800747	22.138664	33.123156	32.867758	78.92556	40.087306	23.308615	205.138519	11.744738	27.880165	35.442355	26.615863	36.160272	23.128806	67.019897	27.000146	80.854853	37.584823	98.786174	26.170939	40.274944	25.879968	32.583175	19.083478	37.110666	85.03555	44.820982	34.761743	40.196928	62.68441	95.882365	115.725835	51.917978	25.322046	36.870643	55.806037	29.276829	23.888929	48.136182	84.568125	76.987602	61.185423	24.169831	47.345509	38.310415	75.223925	26.747661	75.192037	44.872645	44.13715	48.804447	38.653782	46.610077	57.371933	41.63466	43.688143	43.550194	28.98358	23.764566	49.349989	55.437724	100.913524	26.122165	34.998451	26.69538	28.304113	57.28533	30.67847	35.940725	27.64148	20.786621	40.619388	51.280297	42.265472	46.17061	44.565402	28.298971	33.206637	36.603358	32.633865	30.839211	38.757522	37.225439	48.823599	27.528886	119.303754	33.092323	35.296825	42.342034	56.675406	45.449198	40.135675	34.862118	26.847115	21.801224	37.688675	35.193366	40.106539	35.311713	71.507667	58.952535	32.394928	32.25252	29.382721	41.548008	18.520938	42.670445	51.567798	51.376509	20.952517	48.675741
hsa-miR-664a-5p	8.391336	8.358423	5.816977	3.639252	8.328753	1.795385	2.800366	2.676328	4.09336	7.078428	5.568886	5.760817	25.248555	4.660935	8.655311	4.525696	5.220394	3.463164	10.10514	4.901119	6.382317	6.567258	6.396817	8.109343	0	5.803283	11.318152	3.848413	2.836072	3.542502	3.412984	6.322488	11.100024	14.550256	6.137536	7.359646	9.455899	15.590563	6.722577	4.657085	5.521643	4.329382	3.993877	3.929965	3.283547	7.030062	6.985148	3.81297	5.081156	8.524596	3.161428	9.246774	3.878045	2.557838	0	6.850325	2.464806	2.584574	4.395047	5.592106	6.70518	3.690988	5.969976	5.845263	4.84367	13.15426	3.589908	3.016408	26.540294	0	4.791904	3.016369	5.60334	7.612689	1.476307	5.434044	6.982798	12.368732	1.266904	10.110667	1.754476	4.557105	2.441505	3.665607	4.770868	3.194958	11.455566	0.914714	5.131495	6.125246	7.537999	16.551121	10.979119	7.13872	5.585745	4.007679	9.301007	6.970674	4.26588	6.0644	6.647274	6.415633	14.000056	4.265264	7.522183	7.183203	14.104486	4.322854	10.11355	3.283364	3.343724	4.564444	7.790684	4.728558	4.302894	4.986186	4.314879	6.804719	2.634871	4.752914	7.871778	8.623647	6.016524	3.324638	3.858096	8.740965	2.294928	5.889146	5.8746	3.178431	6.404733	1.641048	7.051978	7.285725	7.129117	6.156081	3.841845	2.122422	8.173941	5.318436	6.345474	8.126548	7.558523	7.763594	2.068797	5.138725	9.801159	6.753536	5.111953	5.463488	4.779852	6.938808	5.837918	7.885479	0.745753	6.210814	5.308264	3.600346	2.570932	3.796959	2.414544	4.177739	5.310645	5.454469	5.08547	4.562133	1.949572	5.711792	7.5835	6.458761	1.76708	3.423674
hsa-miR-665	0	0	0	0.404361	0.109589	0.256484	0	0.802898	0	0	0.265185	0	0.476388	0	0	0	0	0	0	0.576602	0	0.505174	0	0	1.074235	0	0	0.452754	0	0	0	0	0	0	0.511461	0.76663	0	0.472441	1.222286	0	1.38041	1.623518	0	0.491246	0.410443	0	0.367639	0	0.476358	0	0	0.362618	0	0.426306	0.248523	0.380574	0.419542	0.258457	0.439505	0	0.335259	0	0	0.556692	0.172988	0	0	0	0.199551	0.404991	0	0.377046	0.93389	0	0	0	0.34914	0.229051	0	0.497246	0	0.24633	0	0.81458	0	0	0.881198	0.457357	0.165532	0.095707	0	0.570728	1.780398	0.648975	0	0	0	0.557654	0.426588	0.75805	0.738586	0	1.037042	0.947836	0	1.1972	0	1.350892	1.0993	1.094455	0	0	0.599284	0	0.478099	0	1.07872	0.907296	0	0	0.605522	0.41065	0.546957	0.237474	0.275578	0.236242	0.382488	0.535377	0.652733	0	0.674182	0.547016	0	0	0	0.615608	0	0.707474	1.021742	0.312849	0.453248	0.833492	0.32164	0.298599	0	0	0.337971	0	0.486852	0.455291	0	1.040821	1.45948	1.245075	0.186438	1.140762	3.715783	0.450044	0	0	0.742936	0.232097	0.177021	1.185755	1.035928	0.4888	0.649857	0.503982	0	0	0.75732	0.446566
